date,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score
2024-05-07,0.030828571,0.88325715,0.086,0.55611426
2024-05-08,0.039454546,0.86559093,0.09513637,0.6061818
2024-05-09,0.035285715,0.82,0.14457142,0.90933335
2024-05-10,0.03832,0.8564,0.10524,0.52252
2024-05-13,0.044421054,0.84573686,0.10994737,0.5724211
2024-05-14,0.03930769,0.82976925,0.13084616,0.74173075
2024-05-15,0.027521739,0.87826085,0.09426087,0.7638696
2024-05-16,0.027947368,0.8551053,0.11710526,0.79542106
2024-05-17,0.022909092,0.8829091,0.094272725,0.7566364
2024-05-20,0.021066668,0.8847333,0.094066665,0.7651333
2024-05-21,0.044954546,0.836,0.11909091,0.6083182
2024-05-22,0.06983333,0.80525,0.12508333,0.79025
2024-05-23,0.03390476,0.8492381,0.116904765,0.67690474
2024-05-24,0.0262,0.8567333,0.117,0.64533335
2024-05-28,0.022,0.85825,0.11975,0.83435
2024-05-29,0.02305,0.8615,0.11555,0.8171
2024-05-30,0.037142858,0.87090474,0.09190476,0.4587619
2024-05-31,0.058642857,0.854,0.0875,0.6712143
2024-06-03,0.026777778,0.873,0.10011111,0.6618889
2024-06-04,0.026615385,0.8607692,0.112538464,0.79453844
2024-06-05,0.023333333,0.81677777,0.16,0.9433889
2024-06-06,0.0264,0.873,0.10056,0.7058
2024-06-07,0.029136363,0.87363636,0.097272724,0.6128182
2024-06-10,0.034625,0.8762917,0.089,0.6327083
2024-06-11,0.028771428,0.8455143,0.12574285,0.71131426
2024-06-12,0.027153846,0.83064103,0.14205128,0.7535641
2024-06-13,0.025894737,0.85794735,0.11623684,0.687421
2024-06-14,0.039294116,0.84658825,0.11417647,0.67588234
2024-06-17,0.040958334,0.86541665,0.09358333,0.56820834
2024-06-18,0.03397297,0.85708106,0.10891892,0.6338108
2024-06-20,0.029916666,0.84670836,0.12345833,0.823875
2024-06-21,0.020689655,0.862931,0.11624138,0.83189654
2024-06-24,0.046964284,0.8719643,0.081,0.50825
2024-06-25,0.02431579,0.8829474,0.09268421,0.7363158
2024-06-26,0.030294118,0.87488234,0.09494118,0.6001176
2024-06-27,0.05024,0.83788,0.1118,0.58332
2024-06-28,0.034421053,0.83910525,0.12647368,0.5676316
2024-07-01,0.037461538,0.8249231,0.13784616,0.6446154
2024-07-02,0.045055557,0.84305555,0.111944444,0.53144443
2024-07-03,0.019916667,0.8540417,0.12595834,0.7046667
2024-07-05,0.03375,0.8588,0.1074,0.6798
2024-07-08,0.030333333,0.8926,0.077133335,0.6157333
2024-07-09,0.02432143,0.85067856,0.12496429,0.862
2024-07-10,0.02152,0.8552,0.12336,0.7006
2024-07-11,0.02836,0.86028,0.1114,0.73436
2024-07-12,0.020263158,0.8613158,0.118368424,0.55805266
2024-07-15,0.0187,0.8737,0.1076,0.772
2024-07-16,0.020538462,0.8550769,0.12446154,0.72992307
2024-07-17,0.027363636,0.8446818,0.1279091,0.7275909
2024-07-18,0.025666667,0.8397083,0.13466667,0.822
2024-07-19,0.018,0.83670586,0.14552942,0.9058235
2024-07-22,0.025,0.8762222,0.09888889,0.67
2024-07-23,0.034318183,0.85554546,0.11009091,0.6910909
2024-07-24,0.0281875,0.8517187,0.11996875,0.797875
2024-07-25,0.025631579,0.8552632,0.11894737,0.60678947
2024-07-26,0.058,0.82221055,0.11978947,0.562579
2024-07-29,0.033703703,0.8682963,0.098037034,0.67366666
2024-07-30,0.03361111,0.8445,0.12188889,0.68755555
2024-07-31,0.023066666,0.8354,0.14146666,0.9534
2024-08-01,0.058052633,0.8454737,0.09652632,0.56836843
2024-08-02,0.039555557,0.8411111,0.11911111,0.5878518
2024-08-05,0.062454544,0.83966666,0.09803031,0.36372727
2024-08-06,0.04778125,0.853,0.09915625,0.5228438
2024-08-07,0.04806667,0.8416,0.11,0.7102
2024-08-08,0.041363638,0.8732727,0.085318185,0.45263636
2024-08-09,0.048941176,0.8165294,0.13447058,0.7211177
2024-08-12,0.02490909,0.88054544,0.09436364,0.8346364
2024-08-13,0.024434783,0.8747391,0.10056522,0.7811739
2024-08-14,0.026766667,0.8534,0.11986667,0.7359333
2024-08-15,0.027785715,0.86378574,0.108642854,0.923
2024-08-16,0.028142856,0.856,0.116,0.89942855
2024-08-19,0.050470587,0.84211767,0.10747059,0.63911766
2024-08-20,0.024,0.891375,0.084875,0.806875
2024-08-21,0.027111111,0.86527777,0.10761111,0.6507222
2024-08-22,0.0285,0.82533336,0.14616667,0.733
2024-08-23,0.027266666,0.87553334,0.09713333,0.6806
2024-08-26,0.019785713,0.8722857,0.107928574,0.76007146
2024-08-27,0.013882353,0.8817059,0.10435294,0.6247647
2024-08-28,0.022277778,0.8442778,0.13338889,0.68266666
2024-08-29,0.027142856,0.877,0.09564286,0.6439286
2024-08-30,0.029642858,0.8724286,0.09792857,0.72492856
2024-09-03,0.026428571,0.874,0.09971429,0.8472857
2024-09-04,0.026,0.817,0.15666667,0.78977776
2024-09-05,0.033066668,0.8688667,0.09793333,0.7936
2024-09-06,0.0445,0.86716664,0.08827778,0.51327777
2024-09-09,0.019785713,0.89164287,0.08842857,0.67989284
2024-09-10,0.031764705,0.8835588,0.08455882,0.6030588
2024-09-11,0.044875,0.8735625,0.08125,0.6980625
2024-09-12,0.024789473,0.8278421,0.14726315,0.84036845
2024-09-13,0.03425,0.8815,0.084375,0.535
2024-09-16,0.046,0.85665,0.09725,0.4711
2024-09-17,0.0273,0.87735,0.0955,0.7582
2024-09-18,0.04868421,0.84673685,0.10452632,0.6587368
2024-09-19,0.03225,0.88565,0.082,0.64885
2024-09-20,0.031857144,0.8811905,0.08676191,0.6797619
2024-09-23,0.022692308,0.86753845,0.109692305,0.8442308
2024-09-24,0.04622222,0.8466667,0.10711111,0.5876667
2024-09-25,0.0385,0.8576111,0.10388889,0.7841667
2024-09-26,0.031083334,0.864,0.10491667,0.55791664
2024-09-27,0.04192857,0.83921427,0.11871429,0.5362857
2024-09-30,0.04853846,0.87015384,0.081307694,0.5077692
2024-10-01,0.05379167,0.8438333,0.102291666,0.49229166
2024-10-02,0.029375,0.8544375,0.1161875,0.653875
2024-10-03,0.03375,0.84166664,0.12466667,0.7595
2024-10-04,0.0174,0.8289,0.1536,0.7874
2024-10-07,0.0503125,0.8808125,0.068625,0.5635625
2024-10-08,0.031272728,0.85727274,0.11163636,0.9031818
2024-10-09,0.0278,0.868,0.10406667,0.59706664
2024-10-10,0.031166667,0.83606666,0.1327,0.7905333
2024-10-11,0.025153846,0.89738464,0.07738461,0.38492307
2024-10-14,0.018,0.8909091,0.09109091,0.71845454
2024-10-15,0.024533333,0.8578,0.1178,0.9492667
2024-10-16,0.032655172,0.8572069,0.11013793,0.7970345
2024-10-17,0.030645162,0.866,0.103225805,0.81690323
2024-10-18,0.022076923,0.8646154,0.11334615,0.9113077
2024-10-21,0.042214286,0.84335715,0.11457143,0.6547143
2024-10-22,0.032333333,0.896,0.071333334,0.39466667
2024-10-23,0.08525,0.8965,0.01825,0.0405
2024-10-24,0.01525,0.7275,0.25725,0.53375
2024-10-25,0.008,0.89966667,0.09233333,0.46566668
2024-10-28,0.0,1.0,0.0,0.0
2024-10-29,0.0,0.83133334,0.16866666,0.32333332
2024-10-30,0.0125,0.7665,0.221,0.791
2024-10-31,0.0118,0.8272,0.161,0.6596
2024-11-01,0.0105,0.89275,0.09675,0.2825
2024-11-04,0.09966667,0.83633333,0.064333335,-0.141
2024-11-05,0.0052,0.8158,0.179,0.424
2024-11-06,0.0562,0.8316,0.112,0.0756
2024-11-07,0.0545,0.6665,0.279,0.144
2024-11-08,0.0,0.8815,0.1185,0.211
2024-11-11,0.0,0.774,0.226,0.426
2024-11-12,0.1065,0.8935,0.0,-0.201
2024-11-13,0.0,0.9095,0.0905,0.3245
2024-11-14,0.0,0.931,0.069,0.17
2024-11-15,0.0,0.7815,0.2185,0.5445
2024-11-19,0.0,0.88,0.12,0.527
2024-11-20,0.0,1.0,0.0,0.0
2024-11-22,0.0,0.8705,0.1295,0.3185
2024-11-25,0.0,1.0,0.0,0.0
2024-11-26,0.0,1.0,0.0,0.0
2024-11-27,0.0,1.0,0.0,0.0
2025-03-03,0.020912088,0.84814286,0.1309121,0.5588011
2025-03-04,0.01872,0.86396,0.11732,0.50944
2025-03-05,0.0133,0.86924,0.11747,0.492667
2025-03-06,0.014949495,0.8752626,0.10979798,0.47862324
2025-03-07,0.03481,0.83912,0.12609,0.48716
2025-03-10,0.03615,0.84679,0.11708,0.399046
2025-03-11,0.02434,0.86156,0.11412,0.440478
2025-03-12,0.02849,0.84931,0.12217,0.471974
2025-03-13,0.03227,0.8766,0.09116,0.30085
2025-03-14,0.02456,0.8689,0.10652,0.436736
2025-03-17,0.020357143,0.8572449,0.122367345,0.521552
2025-03-18,0.03729,0.84239,0.12033,0.421319
2025-03-19,0.03611,0.85233,0.11154,0.362923
2025-03-20,0.03344,0.85657,0.10999,0.403859
2025-03-21,0.02154,0.84144,0.13699,0.507081
2025-03-24,0.03134,0.84913,0.11952,0.400392
2025-03-25,0.01555,0.87274,0.11173,0.425528
2025-03-26,0.017783506,0.8643505,0.117845364,0.5420433
2025-03-27,0.024030304,0.87074745,0.105161615,0.3862414
2025-03-28,0.018541666,0.8614305,0.12005556,0.5281014
2025-03-31,0.02044,0.83555,0.14403,0.516494
2025-04-01,0.017537313,0.84695524,0.13546269,0.53155375
2025-04-02,0.02495,0.8714,0.10371,0.381666
2025-04-03,0.04129,0.84192,0.11678,0.385306
2025-04-04,0.017903615,0.8519036,0.13019277,0.5091012
2025-04-07,0.04016279,0.8635116,0.0962907,0.28310466
2025-04-08,0.02856,0.84649,0.12498,0.48035
2025-04-09,0.03596,0.83275,0.13133,0.478547
2025-04-10,0.03491,0.84755,0.11759,0.449483
2025-04-11,0.035310812,0.8392027,0.1254865,0.4881243
2025-04-14,0.02792,0.85098,0.12112,0.483192
2025-04-15,0.02582,0.85625,0.11791,0.481697
2025-04-16,0.022989796,0.8456939,0.13134694,0.58192956
2025-04-17,0.021340659,0.85543954,0.12320879,0.53724176
2025-04-21,0.04282143,0.83251786,0.124678575,0.3949268
2025-04-22,0.026225353,0.87384504,0.09998591,0.37939578
2025-04-23,0.04676,0.88519,0.06805,0.142217
2025-04-24,0.031142857,0.8749762,0.09388095,0.35404643
2025-04-25,0.03192,0.8537,0.11437,0.450173
2025-04-28,0.03152564,0.8403205,0.12820514,0.47335
2025-04-29,0.03208,0.83868,0.12925333,0.408048
2025-04-30,0.046316326,0.8277959,0.12592857,0.3889296
2025-05-01,0.05471,0.87421,0.07106,0.108172
2025-05-02,0.07726,0.80774,0.115,0.217972
2025-05-05,0.0296,0.85393,0.11649,0.426676
2025-05-06,0.018747253,0.85356045,0.12768131,0.54474837
2025-05-07,0.026340207,0.8781856,0.095505156,0.35413608
2025-05-08,0.026666667,0.8666296,0.1067284,0.4234679
2025-05-09,0.033325583,0.845686,0.12101163,0.47634536
2025-05-12,0.025572916,0.8500729,0.124375,0.49561667
2025-05-13,0.02391,0.86613,0.10996,0.44508
2025-05-14,0.0172875,0.8727,0.1099625,0.4531075
2025-05-15,0.03713,0.86256,0.10031,0.328692
2025-05-16,0.03695,0.84444,0.11861,0.400203
2025-05-19,0.022822784,0.8646962,0.11250633,0.48718607
2025-05-20,0.02279,0.84995,0.12729,0.522438
2025-05-21,0.026050504,0.87328285,0.10068687,0.37066162
2025-05-22,0.02166,0.85449,0.12387,0.524321
2025-05-23,0.06719,0.8588,0.07406,0.00594
2025-05-27,0.04108,0.83931,0.11962,0.440126
2025-05-28,0.02396,0.85905,0.117,0.434185
2025-05-29,0.019425288,0.84616095,0.13442528,0.53691727
2025-05-30,0.017410958,0.8311096,0.15147945,0.55287534
2025-06-02,0.020246753,0.8702857,0.10945454,0.47663507
2025-06-03,0.02722078,0.85994804,0.112844154,0.39502078
2025-06-04,0.0365,0.87354,0.08992,0.277372
